Latency Report (https://github.com/mkramlich/latlearn)

Outer_queue_capacity:        1000000
Inner_queue_capacity:        50
Overhead_samples_started:    true
Overhead_samples_finished:   true
Overhead_samples_aborted:    false
Benchmarks_started:          true
Benchmarks_finished:         true
Should_report_builtins:      true
Should_subtract_overhead:    true
metric treated as overhead:  LL.no-op, min
since LL init:               62,863,418,151 ns

Go ver:                      go1.20.4
GOARCH:                      amd64
GOOS:                        darwin
NumCPU:                      4
GOMAXPROCS:                  4
NumGoroutine:                2
SetMemoryLimit:              9,223,372,036,854,775,807 bytes
GOGC:                        
kern.ostype                : Darwin
kern.osproductversion      : 10.15.3
kern.osrelease             : 19.3.0
kern.osrevision            : 199506
kern.version               : Darwin Kernel Version 19.3.0: Fri Jan 10 21:15:49 PST 2020; root:xnu-6153.81.5~4/RELEASE_X86_64
user.posix2_version        : 200112
machdep.cpu.brand_string   : Intel(R) Core(TM) i3-1000NG4 CPU @ 1.10GHz
machdep.cpu.core_count     : 2
machdep.cpu.thread_count   : 4
machdep.memmap.Conventional: 8380841984
hw.memsize                 : 8589934592
hw.pagesize                : 4096
hw.cpufrequency            : 1100000000
hw.busfrequency            : 400000000
LINES:                       ?
COLUMNS:                     ?
HOST:                        
TERM:                        xterm-256color


span                              :        min (ns) |       last (ns) |        max (ns) |       mean (ns) | weight (B&As) |   time frac | span                 
LL.map-str-int-get(k=100,key49)   :              18 |              50 |             464 |              75 | w       1,000 | tf 0.000002 | LL.map-str-int-get(k=100,key49)
LL.map-str-int-get(k=100,key99)   :              20 |              73 |          10,259 |              85 | w       1,000 | tf 0.000003 | LL.map-str-int-get(k=100,key99)
LL.span-map-lookup                :              21 |              25 |             144 |              26 | w       1,000 | tf 0.000002 | LL.span-map-lookup   
LL.sort-strs(n=10)                :             305 |             351 |          30,752 |             692 | w       1,000 | tf 0.000012 | LL.sort-strs(n=10)   
LL.log-hellos(n=10)               :          39,901 |          39,901 |          39,901 |          39,901 | w           1 | tf 0.000001 | LL.log-hellos(n=10)  
LL.byte-array-make(n=1)           :               2 |              51 |             408 |              24 | w       1,000 | tf 0.000002 | LL.byte-array-make(n=1)
LL.byte-array-make(n=1k)          :               2 |              36 |             179 |              24 | w       1,000 | tf 0.000002 | LL.byte-array-make(n=1k)
LL.byte-array-make(n=100k)        :           1,274 |           2,428 |          47,167 |           3,212 | w       1,000 | tf 0.000052 | LL.byte-array-make(n=100k)
LL.exec-command(mac,sysctl)       :       1,770,610 |       2,256,464 |       4,160,928 |       2,161,151 | w       1,000 | tf 0.034380 | LL.exec-command(mac,sysctl)
LL.exec-command(mac,pwd)          :       1,718,752 |       2,538,667 |       3,337,201 |       2,163,775 | w       1,000 | tf 0.034421 | LL.exec-command(mac,pwd)
LL.exec-command(mac,date)         :       2,828,711 |       3,037,945 |       4,158,555 |       3,104,571 | w       1,000 | tf 0.049387 | LL.exec-command(mac,date)
LL.exec-command(mac,host)         :       7,082,682 |       8,715,181 |      11,363,167 |       7,744,850 | w       1,000 | tf 0.123202 | LL.exec-command(mac,host)
LL.exec-command(mac,hostname)     :       2,364,476 |       2,589,819 |       3,685,939 |       2,616,319 | w       1,000 | tf 0.041620 | LL.exec-command(mac,hostname)
LL.exec-command(mac,uname)        :       2,690,084 |       2,844,038 |       4,313,559 |       2,909,084 | w       1,000 | tf 0.046277 | LL.exec-command(mac,uname)
LL.exec-command(mac,ls)           :       2,915,481 |       3,047,431 |       4,270,495 |       3,182,990 | w       1,000 | tf 0.050635 | LL.exec-command(mac,ls)
LL.exec-command(mac,df)           :       2,401,178 |       2,496,557 |       3,634,209 |       2,627,120 | w       1,000 | tf 0.041792 | LL.exec-command(mac,df)
LL.exec-command(mac,kill)         :       2,385,142 |       2,464,085 |       3,647,156 |       2,607,142 | w       1,000 | tf 0.041474 | LL.exec-command(mac,kill)
LL.exec-command(mac,sleep=0.01s)  :      14,420,574 |      18,696,332 |      22,250,789 |      19,095,015 | w       1,000 | tf 0.303755 | LL.exec-command(mac,sleep=0.01s)
LL.exec-command(mac,sleep=0.001s) :       5,316,546 |       5,561,305 |      10,314,617 |       6,234,005 | w       1,000 | tf 0.099169 | LL.exec-command(mac,sleep=0.001s)
LL.exec-command(mac,sleep=0.0001s):       2,518,330 |       2,640,084 |       5,086,594 |       2,836,072 | w       1,000 | tf 0.045116 | LL.exec-command(mac,sleep=0.0001s)
LL.exec-command(mac,sh-version)   :       3,901,433 |       4,066,254 |       6,550,631 |       4,271,561 | w       1,000 | tf 0.067951 | LL.exec-command(mac,sh-version)
LL.benchmarks-total               :  61,990,859,808 |  61,990,859,808 |  61,990,859,808 |  61,990,859,808 | w           1 | tf 0.986120 | LL.benchmarks-total  
LL.lat-report                     :      38,605,648 |      39,508,066 |      89,444,647 |      48,813,690 | w           7 | tf 0.005436 | LL.lat-report        
totally-adhoc                     :              11 |              11 |              68 |              39 | w           2 | tf 0.000000 | totally-adhoc        
fn3                               :             105 |           7,247 |           7,247 |           2,487 | w           3 | tf 0.000000 | fn3                  
fn3(n=1)                          :             105 |             105 |             105 |             105 | w           1 | tf 0.000000 | fn3(n=1)             
fn3(n=50)                         :             110 |             110 |             110 |             110 | w           1 | tf 0.000000 | fn3(n=50)            
fn3(n=20000)                      :           7,247 |           7,247 |           7,247 |           7,247 | w           1 | tf 0.000000 | fn3(n=20000)         
fn4                               :             377 |          16,734 |          90,023 |          21,963 | w         103 | tf 0.000036 | fn4                  
fn4(a=1,b=1)                      :             377 |             377 |             377 |             377 | w           1 | tf 0.000000 | fn4(a=1,b=1)         
fn4(a=1,b=100)                    :             417 |             417 |             417 |             417 | w           1 | tf 0.000000 | fn4(a=1,b=100)       
fn4(a=10,b=20)                    :           4,386 |           4,386 |           4,386 |           4,386 | w           1 | tf 0.000000 | fn4(a=10,b=20)       
fn4(a=1000,b=15)                  :          11,995 |          16,734 |          90,023 |          22,571 | w         100 | tf 0.000036 | fn4(a=1000,b=15)     
